Index	Bogennummer	REDE_Namen	Sprache	IM	DES	-	WINTER	FLIEGEN	DIE	TROCKENEN	BLATTER	LAAB	DURCH	IN	LUFT	HERUM	UMEINANDER	RUND	UMBEI	__parsed_extra
bc	13700	Rebiszow	1	I m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d e r	t r e u j a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m̄ - - - - -	- - - - - - - - - - - -	-	-	-
bc	13719	Siedlecin	1	I m	-	-	W ir n t e r - -	f l ie j a - - - - - - -	d i r r	t r o i j a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	13727	Myslow	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d i r r	t r o i g a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	13745	Jugowa	1	E i m	-	-	W i n t e r - -	f l ie j a - - - - - - -	d i r	t r e u j a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	13830	Wlodowice	1	m	-	-	W e n t e r - -	f l ie j a - - - - - - -	d r	t r e u j a	B l e t e r	-	-	e i	L u f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
bc	13869	Biernacice	1	A m	-	-	W i n t e r - -	f l i g a - - - - - - -	d r	t r e u g ï	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	13887	Rzymiany	1	A m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	13898	Szadurczyce	1	A m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r r	t r o i g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r ü m - - - - -	- - - - - - - - - - - -	-	-	-
bc	13929	Stoszowice	1	E i m	-	-	W i n t e r - -	f l ie j a - - - - - - -	d i e	t r e u j a	B l ä t t e r	-	d o r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	13996	Lutomia Gorna	1	E i ' m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d e r	t r e u g a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m̄ - - - - -	- - - - - - - - - - - -	-	-	-
bc	14023	Roztocznik	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d ' r	t r e u g a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1403	Dobieszewo	1	I m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d e i	d r ö g e	B l ä r a	-	d ö c h	-	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
bc	14034	Lipowa	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d ' r	t r e u g a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	14074	Michalow	1	A m	-	-	W i n t e r - -	f l ie h - n - - - - - -	d e	t r o i e	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14092	Karczow	1	A m	-	-	W e n t e r - -	f l ie g e n - - - - - -	d e	t r u c k n e n	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	14159	Jutrzyna	1	A m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1417	Rydzewo	1	I m	-	-	W i n t ĕ - - -	f l ei g ĕ - - - - - - -	d '	d r ö g ĕ	B l ä r ĕ	-	d ö r c h	-	L u f t	- - - - - r ü mm ĕ - - - -	- - - - - - - - - - - -	-	-	-
bc	14234	Brzoza	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d i r	t r e u g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m̄ - - - - -	- - - - - - - - - - - -	-	-	-
bc	14250	Jaczkowice	1	A m	-	-	W i n t - r - -	f l ie g e n - - - - - -	d i e	t r e u g n	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14275	Piastowice	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r u c k n e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14305	Bozanow	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d i e	t r e u g a	B l ä t t e r	-	d u r c h	-	L u f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	1432	Rzepowo	1	I m	-	-	W i n t e - - -	f l e g a - - - - - - -	d e	d r ö g a	B l e i d e	-	d ö c h	-	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
bc	14321	Rogow Sobocki	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d e r	t r o i g a	B l ä t t e r	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	14382	Wölfelsdorf (Wilkanów)	1	m	-	-	W e n t e r - -	f l ie j a - - - - - - -	d e r	t r ä u j a	B l e t e r	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1442	Lubowo	1	I m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d e i	d r ö g e	B l ä d e	-	d ö r c h	-	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
bc	14449	Thröm (Trebom)	1	A m	-	-	W e n t e r - -	f l ieo h - n - - - - - -	d e r r	t r e i c h e	B l e t e r	-	-	n i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14458	Szczytna	1	M	-	-	W ö n t e r - -	f l ie j a - - - - - - -	d r	t r o j a	B l o t e r	-	-	e i	L o f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	14471	Jaszkowa Gorna	1	m	-	-	W e n t e r - -	f l ie ch a - - - - - - -	d e	t r e i c h a	B l e t e r	-	d o r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14486	Nadziejow	1	I m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d i e	t r e u g a	B l ä t t e r	-	d u r c h	-	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	145	Smardzko	1	I m	-	-	W i n t e - - -	f l ei g e - - - - - - -	d e i	d r ö g e	B l ä ä r e	-	d ö c h	-	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
bc	14505	Piorunkowice	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d i e	t r u c k n a	B l ä t e r	-	d o r c h	-	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1451	Steinforth (Brodźce)	1	J m	-	-	W i n t ä - - -	f l ei j ä - - - - - - -	d d ä	d r ö j ä	B l ä d ä	-	-	i	L u f t	- - - - - r ü mm ä - - - -	- - - - - - - - - - - -	-	-	-
bc	14537	Bielice	1	E i m	-	-	W e n t e r - -	f l i j a - - - - - - -	d e	t r e i j a	B l e t e r	-	d o r c h	-	L o f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
bc	14560	Siemianowice Slaskie	1	E i m	-	-	W i n t e r - -	f l ie g a - - - - - - -	d e r	t r e i g a	B l ä t t e r	-	-	e i	L u f t	- - - h e r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1461	Wegorzewo Szczecineckie	1	I m	-	-	W i n t ä - - -	f l ei g e - - - - - - -	d e i	d r ö g e	B l ä d e	-	d ö r c h	-	L u f t	- - - h e r ü m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14613	Nohfelden	1	E m	-	-	W e n t e r - -	f l ie h e - - - - - - -	d e r	d r o c k n e	B l ä r r e r	-	-	i n	L o u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14635	Erzweiler	1	I m	-	-	W i n d ' r - -	f l ie hj e - - - - - - -	d ' r	d r o c k n e	B l ä r r e r	-	-	i n	L u f t	- - - - - - e - - - - - -	- - - - - - - - - - - -	-	-	-
bc	14670	Nussbach	1	I m	-	-	W i n d ĕ r - -	f l ie h ĕ - - - - - - -	d e '	t r o c k n è	B l é r r è r	-	-	i n	L u f t	- - - - ĕ r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14693	Dannenfels	1	J m	-	-	W i n d e r - -	f l ie h - n - - - - - -	d e r	t r u c k e n e	B l ä r e r	-	-	e n	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14724	Monsheim	1	E m	-	-	W i n t e r - -	f l ie h e n - - - - - -	d i e	t r u c k n e	B l ä r e r	-	d o r c h	-	L u f t	- - - - - r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14752	Sankt Matthias	1	E m m	-	-	W e n d e r - -	f l ie g e n - - - - - -	d e	t r o c k e n	B l e d e r	-	d o r c h	-	L o f t	- - - h e r o m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14955	Bescheid	1	E m	-	-	W e n t e r - -	f l öi - e n - - - - - -	d ö i	t r ö c k e n	B l ä d d e r	-	d o r c h	-	L o f t	- - - - e r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	14971	Allenbach	1	E m	-	-	W e n t e r - -	f l e j e - - - - - - -	d i e	d r o c k e n e	B l ä r e r	-	d u r c h	-	L o f t	- - - - e r e m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1499	Stara Rzeka	1	I m	-	-	W i n t a - - -	f l e j a - - - - - - -	d e	d r e j a	B l ä d a	-	d i r r c h	-	L u f t	- - - - - r i mm a - - - -	- - - - - - - - - - - -	-	-	-
bc	14999	Berschweiler bei Kirn	1	I m	-	-	W i n t e r - -	f l ie h e - - - - - - -	d i e	t r o u c k e n e	B l i e r e r	-	d o u r c h	-	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15018	Bad Sobernheim	1	I m	-	-	W i n t e r - -	f l ie h e - - - - - - -	d e	t r o c k e n e	B l ä r r e	-	-	i n	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15042	Neu-Bamberg	1	J m	-	-	W i n d e r - -	f l ie j e - - - - - - -	d i e	d r o c k e n e	B l e r r e r	-	d o r c h	-	L u f t	- - - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
bc	15066	Bechtolsheim	1	E m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d i e	t r u c k n e	B l ä r r e r	-	d o r c h	-	L u f t	- - - - e r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15088	Bollendorf	1	A m m	-	-	W a n t e r - -	f l e g e n - - - - - -	d '	t r e c h e n	B l ē d e r	-	d ū r c h	-	L o f t	- - - - e r ö m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15096	Preist	1	A m	-	-	W a n t e r - -	f l ö g e n - - - - - -	d e r	t r e i	B l e d e r	-	-	a n	L o f t	- - - h e r o m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15118	Pohlbach	1	A m m	-	-	W a n d e r - -	f l au g e n - - - - - -	d e	t r e c k e n	B l ä d e r	-	-	-	L o f t	- - - - - r u mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15137	Kautenbach	1	E m	-	-	W e n t a - - -	f l é j e - - - - - - -	d a	d r o c k e n e	B l ä r r a	-	-	e n	L o u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15334	Kirchberg (Hunsrück)	1	I m	-	-	W i n d e r - -	f l ie h e - - - - - - -	d i e	d r u c k e n e	B l i e r e r	-	d o r i g	-	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15349	Ellern (Hunsrück)	1	I m	-	-	W i n d ' r - -	f l ie - e - - - - - - -	d e	d ä r r e	B l i e r e	-	-	i n	L u f d	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1536	Heidlauken (Bugorki)	1	E m	-	-	W i n t e r - -	f l ö g e - - - - - - -	e	d r ö j e	B l ä d e r	-	d o r c h	-	L ó f t	- - - - - r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15365	Bingen am Rhein	1	I m	-	-	W i n t e r - -	f l ie h e - - - - - - -	d i e	t r u c k e n e	B l ä t t e r	-	d u r c h	-	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15394	Finthen	1	I m	-	-	W i n t e r - -	f l ie - - - - - - - - -	d i e	t r u c k e n e	B l ä r r e r	-	d o r c h	-	L u f t	- - - - e r u m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1540	Heinrichswalde	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	e	d r e e g e	B l ä d e r	-	-	i n	L o f t	- - - - - r o m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15418	Schneeberg (Sněžník)	1	J n	-	-	W i n d a - - -	f l ie g - n - - - - - -	d a	t r e i g e n	B l e t t a	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15503	Zettel (Sedlo)	1	I m	-	-	W i n t a r - -	f l ie g - n - - - - - -	d ' r	t r e i ' g ' n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	1552	Pazuizen	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	n e	d r e g e	B l ä d e r	-	-	e n	L o f t	- - - - - r o m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15538	Wisterschan (Bystřany)	1	J m	-	-	W i n t e r - -	f l i - e n - - - - - -	d e	t r e i c h ' n	B l a d ' l n	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15550	Malschen (Malečov)	1	A i n	-	-	W i n t a r - -	f l i - e n - - - - - -	d ' r	t r a i g n	B l a t l n	-	-	a i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15638	Lukawetz (Lukavec)	1	I n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	t r e i g n	B l a t l n	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1565	Gierver Lauken	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	e	d r e g e	B l ä d e r	-	d o r c h	-	L o f t	- - - - - r o mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15681	Neudorf (Vrchběla)	1	A n	-	-	W i n t - r - -	f l ie g - n - - - - - -	d r	t r o i g n	B l e t t r	-	-	a	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15685	Gastorf (Hoštka)	1	E i n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	t r e ï g e n	B l ä t t e r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15690	Wegstädtl (Štětí)	1	A n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	t r e j g n	B l ä t t e r	-	-	a i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1571	Schmalleningken	1	O e m m	-	-	W i n t e r - -	f l e g e - - - - - - -	d e	d r e g e	B l ä d e r	-	d o r c h	-	L o f t	- - - - - r o mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15725	Nixdorf (Mikulášovice)	1	A n	-	-	W i n t - r - -	f l ie ch - n - - - - - -	d r	d r e u c h n	B l ä t t r	-	-	e i	L o f f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	1573	Groß Dirschkeim (Donskoye)	1	E m	-	-	W i n t a - - -	f l e g e - - - - - - -	e	d r e g e	B l ä d a	-	d o r c h	-	L o f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15751	Rückersdorf (Dolní Řasnice)	1	Å n	-	-	w i n t - r - -	f l ī g - n - - - - - -	d r	t r o i g n	b l ä t t r	-	-	a	l o f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
bc	1578	Rantau (Zaostrov'Ye)	1	E m	-	-	W i n t a - - -	f l ö g è - - - - - - -	d è	d r é g e	B l ä d a	-	d ü r c h	-	L o f f t	- - - h e rr i m - - - - -	- - - - - - - - - - - -	-	-	-
bc	158	Polczyn-Zdroj	1	I m	-	-	W i n t e - - -	f l ei j e - - - - - - -	d e i	d r ö h j e	B l ä h d e	-	d ö r c h	-	L u f t	- - - - - r ü mm e - - - -	- - - - - - - - - - - -	-	-	-
bc	1580	Schulstein (Vol'Noe)	1	E m	-	-	W i n t a - - -	f l e g e - - - - - - -	e	d r ö g e	B l ä d a	-	d o r c h	-	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15807	Kamnitz-Neudörfl (Kamenická Nová Ví	1	E i n	-	-	W i n t a - - -	f l ie g - n - - - - - -	a	t r e i c h n	B l ä t t a	-	-	e i	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15824	Zwickau (Cvikov)	1	A n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	t r o i g n	B l e t t r	-	-	e i	L o f t	- - - - - r ei m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15847	Christophsgrund (Kryštofova Údolí)	1	A n	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	t r e u g e n	B l a t l	-	-	a	L o f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15858	Gränzendorf (Hraničá)	1	A n n	-	-	W i n t e r - -	f l ie g e n - - - - - -	d ' r	t r o i g e n	B l ä t t e r	-	-	e i	L o f t	- - - - - r ö mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	1588	Alt Susimilken (Tarassowka)	1	O e m	-	-	W i n t e r - -	f l ö g e - - - - - - -	e	d r ö g e	B l ö d e r	-	d u r c h	-	L o f t	- - - - - r o m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15971	Puletschnei (Pulečný)	1	E n g	-	-	W i n t - r - -	f l ie ch - n - - - - - -	d r	t r o j c h n	B l ä t t r	-	-	e i	L o f t	- - - - - r ö m - - - - -	- - - - - - - - - - - -	-	-	-
bc	15975	Graber (Kravaře)	1	A i n	-	-	W i n t - r - -	f l ie g - n - - - - - -	d r	t r o j g n	B l â t l n	-	-	a i	L u f f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
bc	15989	Thammühl (Staré Splavy)	1	E i n	-	-	W i n d - r - -	f l ie g - n - - - - - -	d r	t r e i k n	B l ä t t a	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	15995	Proschwitz (Česká Proseč)	1	A n	-	-	W i n t - r - -	f l ie g - n - - - - - -	d r	t r o j g e n	B l ä t t e r	-	-	a j	L u f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16007	Harrachsdorf (Harrachov)	1	A n	-	-	W e n t - r - -	f l ie ch - n - - - - - -	d r	t r o j c h n	B l ä t t e r	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16015	Witkowitz (Vítkovice)	1	A n	-	-	W e n t ә - - -	f l ie ch - n - - - - - -	d ә	t r e u c h n	B l ä t l n	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16050	Forst (Fort)	1	Ä m	-	-	W e n t a - - -	f l ie ch - n - - - - - -	d a	t r e i c h a	B l ä t t a	-	-	e i	L o f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
cd	16063	Gabersdorf (Libeč)	1	O m	-	-	W e n t e r - -	f l ie ch - n - - - - - -	d r	t r o u c h a	B l ä t t e r	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16083	Bodisch (Bohdašin)	1	O m	-	-	W i n t o - - -	f l ie ch a - - - - - - -	d o	t r e u c h a	B l ä t r	-	-	e i	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16139	Zwitschin (Zvičina)	1	M	-	-	W e n t e r - -	f l ie h a - - - - - - -	d r	t r e i h a	B l ä t t e r	-	-	e i	L o f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
cd	16154	Großbock (Velká Bukovina)	1	Ê m	-	-	W ê n t - r - -	f l ie h a - - - - - - -	d o	t r e i h a	B l ä t t r	-	-	a i	L ô f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16179	Schmiedeberg (Kovářská)	1	E n	-	-	W e n t e r - -	f l ie g - n - - - - - -	d r	d e r r n	B l e t t e r	-	-	e n	L u f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	1626	Tulpeningken (Zarečnoe)	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	d e	d r u k k e n e	B l ä d e r	-	d o r c h	-	L o f f t	- - - h e rr o m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16276	Waitzengrün (Loučná)	1	I m	-	-	W i n t a - - -	f l öi g - n - - - - - -	d a	t r u c k n a	B l o d l a	-	-	i n	L u f t	i m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
cd	1628	Wisborienen (Livny)	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	n e	d r u c k e n e	B l ä d e r	-	-	e n	L o f t	o m - h e r - - - - - - -	- - - - - - - - - - - -	-	-	-
cd	16298	Sittmesgrün (Mezirolí)	1	I m	-	-	W i n t a - - -	f l öi g - n - - - - - -	d a	t r u c k a n a	B l a l a	-	-	i n	L u f t	ü m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
cd	16322	Petersdorf (Petrov)	1	I n	-	-	W i n t e r - -	f l e'i ng - - - - - - - -	d a	t r u g g a	B l e t a	-	-	i n	L u f t	- - - - - r i mm - - - - -	- - - - - - - - - - - -	-	-	-
cd	16338	Podletitz (Podlesice)	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e r	t r u c k a n a	B l e t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16442	Kropitz (Krapice)	1	n '	-	-	W i n t a - - -	f l öi g - n - - - - - -	d	d ü a n	B l a d l a	-	-	i n	L u f t	ü m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
cd	16470	Ebersfeld (Podlesi)	1	I m	-	-	W i n t e r - -	f l öi g - n - - - - - -	d e r	t r u c k e n e n	B l a l a	-	-	i n	L u f t	ü m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
cd	16491	Rabensgrün (Haje)	1	I m	-	-	W i n t a - - -	f l öi g - n - - - - - -	-	t r u c k å n a	B l a l å	-	-	-	-	i m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
cd	16523	Lintsch (Hlineč)	1	I m	-	-	W i n t a - - -	f l äi g - n - - - - - -	d a	t r u k a n a	B l a l a	-	-	i n	L u f t	i m - - - - - - - - - - -	- - - - - - - - - - - -	-	-	-
cd	1654	Postnicken (Zalivnoe)	1	E m	-	-	W i n t a - - -	f l e g e - - - - - - -	n e	d r e g e	B l ä d a	-	-	e n	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16602	Klotantschen (Kotaneč)	1	I n	-	-	W i n t a - - -	f l ij g - n - - - - - -	d â	t r u c k a n a	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16610	Tschernowitz (Černovice)	1	I m	-	-	W i n t e r - -	f l ie g e n - - - - - -	d e r	t r e i g n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16625	Hawran (Havraň)	1	J m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d e	t r e i g n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16636	Liebshausen (Libčeves)	1	J m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	d r e i c h e n	B l ä t t e r	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	1664	Labagienen/Haffwinkel (Zalivino)	1	E m	-	-	W i n t a - - -	f l ë g e - - - - - - -	d e	d r ö g e	B l ä d a	-	d o r c h	-	L o f t	- - - h e r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16670	Priesen (Březno)	1	I m	-	-	W i n t - r - -	f l ie g ĕ - - - - - - -	d e	d ĕ r r n	B l ä t t r	-	-	i n	L u f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
cd	16689	Libeschitz (Liběšice)	1	J n	-	-	W i n t a r - -	f l ie g ẽ - - - - - - -	d e	t r u c k e n e	B l ä t t a r	-	-	i n	L u f t	- - - - - r ĭ m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16725	Leschkau (Ležky)	1	I n	-	-	W i n d a - - -	f l eï g̃ - n - - - - - -	d a	d r u g a n a	B l e ï l l a	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16739	Pschoblik (Pšovlky)	1	I n	-	-	W i n t a - - -	f l ie ng - - - - - - - -	d e r	t r u c k a n a	B l ē l a	-	-	i n	L u f t	- - - - - r i m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16751	Prag-Smichow (Smíchov)	1	I m	-	-	W i n t e r - -	f l ie g - n - - - - - -	d r	t r o c k e n e n	B l ä t t r	-	-	i n	L u f t	- - - h e r u m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16755	Weißbach (Bílý Potok)	1	E i m	-	-	W e n t e r - -	f l ie g a - - - - - - -	d r	t r e i g a	B l e t e r	-	-	e i	L o f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
cd	16770	Schediwy (Šediviny)	1	M	-	-	W e n t e r - -	f l ie ch a - - - - - - -	d r	t r o i c h a	B l e e t r	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16775	Friedrichswald (Orlické Záhoří)	1	M	-	-	W e n t - r - -	f l ie ch a - - - - - - -	d r	t r e u c h a	B l ē t r	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16801	Böhmischdorf	1	E i n	-	-	W e n t - r - -	f l ie g - n - - - - - -	d r	t r e i g n	B l e t r	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16814	Rokitnitz (Rokytnice)	1	M	-	-	W e n t e r - -	f l ie ch a - - - - - - -	d r	t r e u c h a	B l e t e r	-	-	e i	L o f f t	- - - - - r e mm - - - - -	- - - - - - - - - - - -	-	-	-
cd	1683	Kreuzingen (Bol'Shakovo)	1	E m	-	-	W i n t e r - -	f l e g e - - - - - - -	d e	d r e g e	B l a e d e r	-	d o r c h	-	L o f t	- - - - - r o m - - - - -	- - - - - - - - - - - -	-	-	-
cd	16876	Nieder-Ullersdorf (Dolní Boříkovice	1	E i m	-	-	W i n t - r - -	f l ie h a - - - - - - -	d ' r	t r o i h a	B l ä t e r	-	-	e i	L o f t	- - - - - r e m - - - - -	- - - - - - - - - - - -	-	-	-
