Index	Bogennummer	Ort	Sprache	ich1	bin	gewesen	bei	der	frau	und1	ich2	habe	es1	zu1	ihr	gesagt1	und2	da	sie1	hat1	gesagt2	dass	sie2	hat2	es2	will	sagen	auch	zu2	ihrer	tochter
no	43458	Trofaiach	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	han	s	- - - -	ihr - - -	gsogg	und	-	sie - - - -	hot	gsogg	-	sie - - - - -	-	wul	wirds - - - -	sogn	a - -	- - - -	ihra - - - -	Touchta - - - - - -
no	43462	Hafendorf	1	I	bin - - -	gwest -	ba - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihra - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wird - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	4347	Herzfelde	1	Ick	bin - - -	geweßt -	bi - - - -	de	Fraue - - - -	un	-	hebbe	et	- - - -	öhr - - -	geseggt	un	-	se - - - -	-	säde	-	se - - - - -	-	et	wolde - - - -	seien	- - -	- - - -	öhre - - - -	Dochder - - - - - -
no	43480	Sankt Michael in Obersteiermark	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	haon	s	- - - -	ir - - -	gsogt	und	-	si - - - -	hot	gsogt	-	si - - - - -	-	s	wird - - - -	sogn	- - -	- - - -	ira - - - -	Tochta - - - - - -
no	43488	Pusterwald	1	I	bin - - -	gwen -	ba - - - -	de	Frau - - - -	und	-	haun	s	- - - -	ihr - - -	gsog	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wüll - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43489	Sankt Oswald	1	I	bin - - -	g'wes'n -	bei - - - -	dem	- Weib - - -	und	-	hab	's	- - - -	ihr - - -	g'sagt	und	-	sie - - - -	hat	g'sagt	daß	sie - - - - -	-	's	wird - - - -	sag'n	- - -	- - - -	ihra - - - -	Tochtêr - - - - - -
no	43494	Sankt Marein bei Knittelfeld	1	I	bin - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	han	's	- - - -	ihr - - -	g'sagt	und	-	sie - - - -	hat	g'sagt	-	sie - - - - -	-	's	werd - - - -	sog'n	ah - -	- - - -	ihrer - - - -	Tochta - - - - - -
no	43497	Frohnleiten	1	I	bin - - -	g'wén -	ba - - - -	da	Fráo - - - -	und	-	haun	's	- - - -	ihra - - -	g'sogg	und	-	sie - - - -	hot	g'sógg	-	sie - - - - -	-	's	wü - - - -	sogn	a - -	- - - -	ira - - - -	Dóchda - - - - - -
no	43505	Sankt Peter ob Judenburg	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	hon	as	- - - -	ir - - -	gsog	und	-	sie - - - -	hot	gsog	-	sie - - - - -	-	s	wird - - - -	sogn	- - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43530	Teufenbach	1	I	bin - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	hab	's	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wird - - - -	sogn	- scho -	- - - -	ihra - - - -	Tochta - - - - - -
no	43534	Sankt Johann	1	I	bin - - -	g'wen -	ba - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ihra - - -	g'sogt	-	-	- - - - -	-	-	-	sie - - - - -	-	s	- - - - mächt	sog'n	- - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43537	Kainach bei Voitsberg	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	houb	s	- - - -	ihr - - -	gsog	und	-	sie - - - -	hat	gsog	-	sie - - - - -	-	s	wüll - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43544	Gratwein	1	I	bin - - -	gwes’n -	bei - - - -	der	Frau - - - -	und	-	-	-	- - - -	- - - -	-	-	-	sie - - - -	håt	gsagt	-	sie - - - - -	-	s	werd - - - -	sågn	a - -	- - - -	ihra - - - -	Tocht[a?] - - - - - -
no	4357	Tempelberg	1	Ik	bin - - -	gewesen -	bei - - - -	der	Frue - - - -	und	-	habe	et	- - - -	ihr - - -	gesät	und	-	sie - - - -	-	säte	-	sie - - - - -	-	et	wollte - - - -	säen	och - -	- - - -	ihrer - - - -	Dochter - - - - - -
no	43576	Fochnitz	1	I	bin - - -	gwen -	ba - - - -	der	Frau - - - -	und	-	han	s	- - - -	ihr - - -	gsagt	und	-	s[ie?] - - - -	hat	gsagt	-	sie - - - - -	-	s	- - - - -	sagt	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	43579	Wenigzell	1	I	bin - - -	gwen -	ba - - - -	de	Frau - - - -	und	-	han	-	- - - -	ihr - - -	gsog	und	-	sie - - - -	hot	gsog	-	sie - - - - -	-	t	wul - - - -	sogn	- scha_a -	- - - -	ihra - - - -	Tochta - - - - - -
no	43633	Ehrenschachen	1	I	bin - - -	gwen -	ba - - - -	da	frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsog	und	-	sie - - - -	hot	gsog	-	sie - - - - -	-	s	wird - - - -	sogn	a - -	- - - -	ihra - - - -	Touchta - - - - - -
no	4364	Döbberin	1	Ick	bin - - -	gewäßt -	bie - - - -	die	Frue - - - -	und	-	hebb	et	- - - -	- die - -	g'esät	und	-	sie - - - -	-	sät	-	sie - - - - -	-	t	will - - - -	sähn	ock - -	- - - -	ihre - - - -	Tochter - - - - - -
no	43640	Salmannsdorf	1	I	bī - - -	gwən -	ba - - - -	da	frau - - - -	-	-	hob	s	- - - -	īr - - -	gsogt	und	-	si - - - -	hot	gsogt	-	si - - - - -	-	s	wiard - - - -	soŋ	a - -	- - - -	īra - - - -	tochta - - - - - -
no	43662	Sankt Kathrein am Offenegg	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	und	-	hoan	s	- - - -	ihr - - -	gsogt	und	-	- - - - -	-	sogt	-	sie - - - - -	-	-	wüll - - - -	sogn	es - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43699	Siget in der Wart	1	I	- - wae -	gwesn -	be - - - -	de	Frau - - - -	und	-	hab'	-	- - - -	ier - - -	gsagt	u	-	sie - - - -	hat	gsagt	-	sie - - - - -	-	s	wül - - - -	sogn	a - -	- - - -	ihre - - - -	Taochte - - - - - -
no	43715	Stubenberg	1	I	bin - - -	gwen -	bei - - - -	der	Frau - - - -	un	-	hams	-	- - - -	ihr - - -	g'sagt	und	-	sö - - - -	hat	g'sagt	-	so - - - - -	-	s	wuillt - - - -	sagn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43726	Unterrohr	1	I	- - woar -	- -	bei - - - -	da	Frau - - - -	u	-	haun	s	- - - -	ihr - - -	gsougt	u	-	sie - - - -	hat	gsougt	-	sie - - - - -	-	s	wüll - - - -	soagn	- - -	- - - -	ihra - - - -	Tochtor - - - - - -
no	43756	Eggersdorf	1	I	bin - - -	gwe(i)sn -	- - - - -	da	Frau - - - -	und	-	håm	s	- - - -	ia - - -	gsåg	und	-	sie - - - -	håt	gsåg	-	sie - - - - -	-	s	wiad - - - -	sågn	a - -	- - - -	ira - - - -	Tochta - - - - - -
no	43761	Sinabelkirchen	1	I	bin - - -	gwéisn -	ba - - - -	da	Frau - - - -	und	-	haun	s	- - - -	ía - - -	gsogg	und	-	si - - - -	hot	gsogg	-	si - - - - -	-	s	wüll - - - -	sogn	a - -	- - - -	iara - - - -	Tochta - - - - - -
no	4377	Pamiecin	1	Ick	bin - - -	gewäist -	bei - - - -	de	Fraue - - - -	un	-	häbb	et	- - - -	ihr - - -	gesäit	un	-	se - - - -	-	siät	-	se - - - - -	-	et	will - - - -	säen	ok - -	- - - -	ihrn - - - -	Dochder - - - - - -
no	43773	Bad Blumau	1	I	bin - - -	g'wen -	ba - - - -	da	Frau - - - -	u	-	hon	s	- - - -	iar - - -	g'sogt	u	-	sie - - - -	hot	g'sogt	daß	- - - - - -	-	's	wird - - - -	sog'n	a - -	- - - -	- da - - -	- - (Diandl) - - - -
no	43782	Deutsch Tschantschendorf	1	I	bi - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ia - - -	gsogt	und	-	sie - - - -	hat	gsogt	-	sie - - - - -	-	s	wüll - - - -	sogn	a - -	- - - -	ia - - - -	Tochta - - - - - -
no	43850	Klostermarienberg	1	I	bin - - -	gwein -	ba - - - -	da	- - - - Muam	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hod	gsogt	-	sie - - - - -	-	s	wird - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	4388	Grabno	1	Ich	bin - - -	gewest -	bei - - - -	der	Frau - - - -	und	-	habe	es	- - - -	ihr - - -	gesoit	und	-	sie - - - -	-	soigte	-	sie - - - - -	-	es	wollte - - - -	soien	auch - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	43889	Moschendorf	1	I'	bi' - - -	g'wein -	ba - - - -	da	Frau - - - -	und	-	hob'	-	- - - -	ihr - - -	g'sog	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	's	wullt - - - -	sog'n	a - -	- - - -	iha - - - -	Tochta - - - - - -
no	43896	St Jakob	1	I	bin - - -	gewēisn -	bi - - - -	der	Frau - - - -	unt	-	hån	-	- - zi -	ihr - - -	gsågt	unt	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	’s	- tat - - -	sågn	a - -	- - - -	ihr - - - -	- - Dirn - - - -
no	43905	Oberpeischlach	1	I	bin - - -	giwe̊isn -	bi - - - -	da	- - Åltn - -	und	-	hun	s	- - - -	ia - - -	gso̊gg	u	-	sie - - - -	ho̊t	gsogg	-	sie - - - - -	-	s	werscht - - - -	sogn	a - -	- - - -	ia - - - -	Tochta - - - - - -
no	43909	Mörtschach	1	I	bin - - -	g'wöisn -	be - - - -	da	- - - - -	und	-	han	-	- - - -	ihr - - -	g'sagt	und	-	- - - - -	håt	g'sagt	-	sie - - - - -	-	's	werd - - - -	såg'n	- - -	- - - -	ihra - - - -	- - - - - - -
no	43910	Flattach	1	Ich	bin - - -	g'wesn -	ba - - - -	n	- Weibalan - - -	und	-	han	-	- - - -	iham - - -	g'sågt	und	-	s' - - - -	ho̊t	g'sågt	-	- - - es - -	-	s	will - - - -	såg'n	a - -	- - - -	- - seina - -	Tochta - - - - - -
no	43938	Kolbnitz	1	I	bin - - -	gwèsn -	bei - - - -	der	Frau - - - -	u	-	han	s	- - - -	ihr - - -	gsågt	u	-	sie - - - -	hat	gsågt	-	sie - - - - -	-	s	werd - - - -	sogn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	43939	Ausservillgraten	1	I	bin - - -	giwehn -	ba - - - -	dŏ	Frau - - - -	und	-	hon	's	- - - -	'r - - -	gisot	und	-	sie - - - -	hŏt	gisot	-	sie - - - - -	-	's	wöllat - - - -	sogn	a - -	- - - -	ihrŏ - - - -	Töchtŏ - - - - - -
no	43948	Assling	1	I	bin - - -	gewösn -	bei - - - -	der	Frau - - - -	und	-	hoann	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hoat	gsot	-	sie - - - - -	-	s	will - - - -	sogn	- - -	- - - -	ihrer - - - -	Tochtr - - - - - -
no	43959	Lindsberg	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hån	s	- - - -	ihr - - -	gsåg	und	-	sie - - - -	håt	gsåg	-	sie - - - - -	-	s	werd - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43977	Kornat	1	I	bin - - -	gwesn -	bei - - - -	der	- Weiban - - -	u	-	han	s	- - - -	ihr - - -	gsagt	u	-	sie - - - -	håt	gsagt	-	sie - - - - -	-	s	werd - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	43982	Berg im Drautal	1	I	pin - - -	gwöisn -	pe̊ - - - -	da	Frau - - - -	und	-	hon	-	- - - -	ihr - - -	g'sogt	und	-	sie - - - -	håt	gsågt	-	i - - - - -	-	t	- - - soll -	sågn	a - -	- - - -	irda - - - -	Tåchta - - - - - -
no	43988	Goderschach	1	I	bin - - -	gwösn -	bei - - - -	der	fraw - - - -	und	-	hån	s	- - - -	ir - - -	gsâgt	und	-	sie - - - -	-	sâgt	-	sie - - - - -	-	s	wölat - - - -	sågn	- - -	- - - -	ihrdr - - - -	Toachtr - - - - - -
no	4400	Trzemeszno Lubuskie	1	Ich	bin - - -	gewest -	bei - - - -	der	Frau - - - -	un	-	ha	es	- - - -	ihr - - -	gesat	un	-	sie - - - -	-	sate	-	sie - - - - -	-	es	wollde - - - -	saen	och - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	44006	Kremsbrücke	1	I	bin - - -	gwösn -	ba - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ihr - - -	gsågg	und	-	sie - - - -	-	sågg	-	sie - - - - -	-	s	wül - - - -	sogn	a - -	- - - -	iahra - - - -	Tochta - - - - - -
no	44010	Oberhof	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihrn - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	's	will - - - -	sogn	a - -	- - - -	ihrer - - - -	Tochtar - - - - - -
no	44038	Kleblach-Lind	1	I	bin - - -	gwösen -	bei - - - -	der	Frau - - - -	u	-	hab	-	- - - -	ir - - -	gsagt	u	-	sie - - - -	-	sagt	-	sie - - - - -	-	es	will - - - -	sâgen	- - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	44040	Obermillstatt	1	I	bin - - -	gwösn -	be - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ihr - - -	gsågg	u	-	sie - - - -	håt	gsågg	-	sie - - - - -	-	's	weard - - - -	sågn	a - -	- - - -	ihra - - - -	Tåchta - - - - - -
no	44054	Patergassen	1	I	bin - - -	gwesn -	be - - - -	da	Frau - - - -	un	-	hon	s	- - - -	ihr - - -	gsågt	un	-	sie - - - -	hot	gsågt	-	sie - - - - -	-	s	werd - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44056	Steuerberg	1	I	bin - - -	g'wes'n -	ba - - - -	der	Frau - - - -	und	-	hån	's	- - - -	ihr - - -	g'såg	und	-	se - - - -	håt	g'såg	-	se - - - - -	-	's	weod - - - -	såg'n	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	44109	Hermagor	1	I	bin - - -	gweisn -	bei - - - -	da	Frau - - - -	und	-	hån	s	- - - -	iar - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	werd - - - -	sågn	a - -	- - - -	irda - - - -	Touchta - - - - - -
no	44117	Bleiberg-Kreuth	1	I	bin - - -	gweïsn -	ba - - - -	dar	Frau - - - -	und	-	hon	s	- - - -	ar - - -	gsåg	u	-	seï - - - -	håt	gsåg	-	si - - - - -	-	s	werd - - - -	sågn	- - -	- - - -	- dar - - -	Tåchtar - - - - - -
no	44124	Villach	1	I	bin - - -	gwösn -	bei - - - -	da	Foau - - - -	und	-	håb	s	- - - -	ihr - - -	gsågt	u	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	will - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44142	Schiefling	1	Ich	- - wor -	- -	bei - - - -	der	Frau - - - -	und	-	hob	's	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	daß	sie - - - - -	-	-	wird - - - -	sogn	auch - -	- - - -	- der - - -	Tochter - - - - - -
no	44162	Suetschach	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	håb	s	- - - -	ihr - - -	gsagt	und	-	sie - - - -	hat	gsågt	-	sie - - - - -	håt	s	wolln - - - -	sogn	eha - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44174	Sankt Salvator	1	I	bin - - -	gwösn -	ba - - - -	dar	Frau - - - -	und	-	hon	s	- - - -	ihren - - -	gsågg	-	-	sie - - - -	håt	gsågg	-	sie - - - - -	-	's	wet - - - -	sågn	- - -	- - - -	ihra - - - -	Tåchtar - - - - - -
no	44182	Heft	1	I	bin - - -	gwösn -	ba - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ihrn - - -	gsågt	u	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	s	werd - - - -	sågn	- - -	- - - -	ihra - - - -	Tåchta - - - - - -
no	44189	Schiefling	1	I	bin - - -	gwen -	bei - - - -	dr	Fra - - - -	u	-	hon	-	- - za -	ihra - - -	gsogt	u	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wulat - - - -	sogn	a - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	44196	Modriach	1	I	bin - - -	gwen -	bei - - - -	da	Frau - - - -	und	-	hob	s	- - - -	ihr - - -	gsogt	und	-	sie - - - -	-	sogt	-	sie - - - - -	-	es	wüll - - - -	sogn	a - -	- - - -	- da - - -	Tochta - - - - - -
no	44200	Launegg	1	I	bin - - -	g'wen -	bei - - - -	da	Frau - - - -	und	-	han	s	- - - -	iha - - -	g'sog	-	-	si - - - -	hat	g'sag	-	sie - - - - -	-	s	wiad - - - -	sogn	- scha -	- - - -	ihra - - - -	Tochta - - - - - -
no	44234	Obermühlbach	1	I	bin - - -	g'wös'n -	ba - - - -	da	Frau - - - -	u	-	hâb	's	- - - -	ihr - - -	gsâg	u	-	sie - - - -	hât	g'sâg	-	sie - - - - -	-	's	werd - - - -	sâg'n	a - -	- - - -	ihra - - - -	Tâchta - - - - - -
no	44243	Hochfeistritz	1	I	bin - - -	gwösn -	ba - - - -	da	Frau - - - -	und	-	hon	-	- - - -	ihran - - -	g'sog	und	-	sie - - - -	hot	g'sog	-	sie - - - - -	-	's	we[d?] - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44248	Sankt Andrä	1	I	bin - - -	g’wes’n -	bei - - - -	da[r?]	frau - - - -	und	-	hob	’s	- - - -	ihr - - -	g’sogt	und	-	sie - - - -	hot	g’sogt	-	sie - - - - -	-	s	wird - - - -	sogn	a - -	- - - -	ihrer - - - -	Tochtar - - - - - -
no	44256	Glashütten	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	han	as	- - - -	ihrn - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	wird - - - -	sogn	- schon_a -	- - - -	ihra - - - -	Touchta - - - - - -
no	44261	Sankt Peter im Sulmtal	1	I	bin - - -	gwesn -	bei - - - -	der	Frau - - - -	u	-	håb	's	- - - -	ihr - - -	gsåg	u	-	sie - - - -	håt	gsag	-	sie - - - - -	-	's	wullet - - - -	sog'n	- - glei_a	- - - -	ihra - - - -	Tochta - - - - - -
no	44295	Oberhaag	1	I	bin - - -	gwe(i)sn -	ba - - - -	da	Frau - - - -	und	-	hob	's	- - - -	ia - - -	gsogt	und	-	si - - - -	hot	gsogt	-	si - - - - -	-	's	wiad - - - -	sogn	a - -	- - za -	- da - - -	Tochta - - - - - -
no	44303	Klagenfurt-Harbach	1	I	bin - - -	gwesn -	ba - - - -	da	Frau - - - -	und	-	hon	s	- - - -	ihrn - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	werd - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44308	Eberndorf	1	I	bin - - -	gwes'n -	bei - - - -	da	Frau - - - -	und	-	håb	s	- - - -	ihr - - -	gsågt	und	-	sie - - - -	hat	gsågt	-	sie - - - - -	-	s	wüll - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44313	Lorenzenberg	1	I	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	håb	's	- - - -	ihr - - -	gsågt	u	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	's	will - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44314	Sankt Margarethen	1	I	bin - - -	gwesn -	ba - - - -	da	Frau - - - -	und	-	håb	-	- - - -	ihr - - -	gsågt	und	-	sie - - - -	håt	gsågt	-	sie - - - - -	-	dås	bil - - - -	sågn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44320	Bad Eisenkappel	1	I	bin - - -	gwesen -	bei - - - -	da	Frau - - - -	u	-	hob	s	- - - -	ihr - - -	gsogt	u	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	s	werd - - - -	sogn	- - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44333	Paldau	1	I	bin - - -	g'wen -	bei - - - -	da	Frau - - - -	und	-	ham	's	- - - -	ihr - - -	gsägt	und	-	sie - - - -	hat	g'sågt	-	sie - - - - -	-	's	wird - - - -	sogn	- - -	- - - -	ihra - - - -	Tochter - - - - - -
no	44347	Hohenbrugg an der Raab	1	I	bin - - -	g'wes'n -	bei - - - -	da	Frau - - - -	und	-	hab	's	- - - -	iahr - - -	g'sogt	und	-	sie - - - -	-	sogte	-	sie - - - - -	-	's	wüll - - - -	sag'n	a - -	- - - -	iahra - - - -	Tochta - - - - - -
no	44358	Mogersdorf	1	I	bin - - -	gwen -	ba - - - -	da	- - - - Moam	und	-	han	s	- - - -	ia - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	hot	s	woulln - - - -	sogn	a - -	- - - -	iara - - - -	Tochta - - - - - -
no	44371	Allerheiligen bei Wildon	1	I	bin - - -	gwen -	ba - - - -	da	Frau - - - -	u	-	hob	s	- - - -	ihr - - -	gsogt	u	-	sie - - - -	-	sogt	-	sie - - - - -	-	s	wird - - - -	sogn	- - -	- - - -	- der - - -	Tochta - - - - - -
no	44398	Leibnitz	1	I	pìn - - -	g’wen -	pa - - - -	d	frau - - - -	un	-	han	-	- - z’ -	íhra - - -	g’sog	un	-	si - - - -	-	sog	-	si - - - - -	-	’s	wulat - - - -	sogn	- - -	- - - -	ir - - - -	Touchta - - - - - -
no	44414	Klöch	1	I	bin - - -	gwen -	bei - - - -	d'	Frau - - - -	un(d)	-	haun	s	- - - -	ei - - -	gsogt	un(d)	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wullt - - - -	sogn	- schoaa -	- - - -	d' - - - -	Tochter - - - - - -
no	44425	Ratschendorf	1	I	bin - - -	g'wen -	bei - - - -	da	Frau - - - -	u	-	hob	's	- - - -	ihr - - -	g'sogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wullat - - - -	sogn	a - -	- - - -	ihra - - - -	Tochta - - - - - -
no	44433	Langegg	1	I'	bin - - -	gwesn -	bei - - - -	da	Frau - - - -	und	-	hob	's	- - - -	ihr - - -	gsogt	und	-	sie - - - -	hot	gsogt	-	sie - - - - -	-	's	wird - - - -	sog'n	a - -	- - - -	- der - - -	Tochta - - - - - -
no	44439	Ebental (Polom)	1	I	pin - - -	gäban -	pei - - - -	dr	Wra - - - -	un	-	hon	's	- - - -	ìhr - - -	gäshoit	und	-	shie - - - -	hot	gäshoit	-	shie - - - - -	-	s	bills - - - -	shougn	au - -	- - - -	ihr[d]ä - - - -	Tochtr - - - - - -
no	44442	Steinwand (Podstenice)	1	I	pen - - -	gäban -	pei - - - -	dr	- Wea - - -	und	-	hon	’s	- - - -	ihr - - -	gäshoit	und	-	shie - - - -	hot	gäshoit	-	shie - - - - -	hot	’s	bellt - - - -	sho͡ugn	a - -	- - - -	ìhrä - - - -	Tochtr - - - - - -
no	44445	Obergras (Trava)	1	I	pin - - -	gäban -	pe̤i - - - -	dr	Fraugn - - - -	un	-	hon	’s	- - - -	ir - - -	gähsoit	un	-	shie - - - -	hot	gäshoit	as	shi - - - - -	hot	’s	gàwellt - - - -	schūgn	a - -	- - - -	irdr - - - -	Tochtr - - - - - -
no	44447	Göttenitz (Gotenica)	1	I	pen - - -	gówa -	pei - - - -	dr	Wra - - - -	ónd	-	hon	’s	- - - -	ihr - - -	góschoát	und	-	schie - - - -	hot	góschoat	-	shie - - - - -	-	aiß	bell - - - -	schuga	a - -	- - - -	ihri - - - -	Tochtr - - - - - -
no	44454	Nesseltal (Koprivnik)	1	Y	pin - - -	goban -	pei - - - -	m	- Beibo - - -	ottr	-	honi	s	- - - -	ir - - -	goshoit	ottr	-	shi - - - -	hot	goshoit	-	shi - - - - -	-	s	brts - - - -	shugn	a - -	- - - -	ihr - - - -	Tachtr - - - - - -
no	44461	Tiefenbach (Briga)	1	I	pen - - -	gäma -	pei - - - -	dr	Fra - - - -	und	-	hon	-	- - - -	ihr - - -	gäshoat	und	-	shie - - - -	hot	gäshoat	-	shie - - - - -	-	s	bill - - - -	shůgn	a - -	- - - -	ihrdr - - - -	Tochtär - - - - - -
no	44465	Unterlag (Spodnji Log)	1	I	pin - - -	gäbān -	pei - - - -	dr	Wrā - - - -	ünd	-	honn	is	- - - -	ihr - - -	gäshoait	ünd	-	shi - - - -	hot	gäshoait	-	shi - - - - -	-	’s	béllait - - - -	shugn	ā - -	- - - -	irär - - - -	Tochtr - - - - - -
no	44519	Wildensbuch	1	I	bi - - -	- gsi	bi - - - -	der	Frau - - - -	und	-	han	es	- - - -	er - - -	gsaat	und	-	sie - - - -	hät	gsaat	-	sie - - - - -	-	s	well - - - -	sage	- - -	- - - -	ihrer - - - -	Töchter - - - - - -
no	44610	Wittenwil	1	Ich	bi - - -	- gsi	bi - - - -	de	Frau - - - -	und	-	han	es	- - - -	er - - -	gseit	und	-	si - - - -	hät	gseit	-	si - - - - -	-	s	wöll - - - -	säge	au - -	- - - -	ihrer - - - -	Töchter - - - - - -
no	44685	Neukirch an der Thur	1	I	bi - - -	- gsih	bi - - - -	dr	Frau - - - -	und	-	han	es	- - - -	er - - -	gsat	und	-	sie - - - -	het	gsat	-	sie - - - - -	-	s	well - - - -	säge	au - -	- - - -	- de - - -	Töchter - - - - - -
no	44770	Mont-Tramelan	1	I	bi - - -	- gsi	bi - - - -	dr	Frou - - - -	u	-	ha	es	- - - -	r - - -	gseit	u	-	si - - - -	het	gseit	-	si - - - - -	-	s	wön - - - -	säge	o - -	- - - -	ihrem - - - -	- Meitli - - - - -
no	44771	Pieterlen	1	I	bi - - -	- gsi	bi - - - -	der	Frou - - - -	un	-	han	es	- - - -	er - - -	gseit	un	-	si - - - -	het	gseit	-	si - - - - -	heig	s	welle - - - -	säge	o - -	- - - -	ihrer - - - -	Tochter - - - - - -
no	44796	Merzligen	1	I	bi - - -	- gsi	bi - - - -	dr	Frou - - - -	u	-	-	-	- - - -	- - - -	-	-	-	si - - - -	het	gseit	-	sie - - - - -	-	s	wöll - - - -	säge	o - -	- - - -	ihrem - - - -	- Meitli - - - - -
no	44801	Gals	1	J	bi - - -	- gsi	i - - - -	der	Frau - - - -	u	-	han	es	- - - -	er - - -	gsäit	u	-	si - - - -	het	gsäit	-	si - - - - -	-	s	well - - - -	seege	o - -	- - - -	ihrem - - - -	- Mäitli - - - - -
no	44832	Huggerwald	1	Ī̯	bī̯ - - -	- gsī̯	bī̯ - - - -	dr	Frä̯u - - - -	ŏnd	-	ha̠n	s	- - - -	er - - -	gsä̯id	ŏnd	-	sĕ̠ - - - -	het	gsä̯id	-	si - - - - -	-	s	wē̯ll - - - -	sä̠ge	i̯ - -	- - - -	- der - - -	Tochter - - - - - -
no	44851	Ziefen	1	I	bi - - -	- gsi	bi - - - -	der	Frau - - - -	und	-	han	es	- - - -	er - - -	gsäit	und	-	si - - - -	het	gsäit	-	si - - - - -	-	s	well - - - -	säge	au - -	- - - -	ihrer - - - -	Dochder - - - - - -
no	44858	Anwil	1	I	bī - - -	- gsi	bi - - - -	dr	Frau - - - -	t	-	han	es	- - - -	er - - -	gsäit	und	-	sie - - - -	het	gsäit	-	si - - - - -	-	s	wöll - - - -	säge	- - -	- - - -	- dr - - -	Tochter - - - - - -
